thread_subject,username,page_name
 {{PfD|Property:P1549}} ,Jc86035,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Máté,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Autom,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Nikki,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Sextvå.tvånoll.ettsjunoll.sjufyra,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,VIGNERON,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Micru,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Jheald,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Deryck Chan,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Amadalvarez,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Vriullop,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Manu1400,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,HarryNº2,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Obsuser,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Eihel,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,2409:8902:9001:6CE0:781B:941D:E99A:2367,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Palotabarát,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,CamelCaseNick,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Bouzinac,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,111.32.68.231,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,ChristianKl,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Cquoi,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,FoeNyx,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,PAC2,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Ainali,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Mikey641,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1549}} ,Pa2chant.bis,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Sensitivedonkey,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Ghouston,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Dim Grits,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Lupin~frwiki,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,İncelemeelemani,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Kaldari,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Nadzik,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Hannes Röst,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Deryck Chan,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Alexander Doria,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,ChristianKl,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Amadalvarez,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Yair rand,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Jagulin,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Cbyd,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,111.32.68.231,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Marcus Cyron,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Christianvater,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Jklamo,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Arbnos,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Ferran Mir,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Paju~wikidatawiki,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P185}} ,MSGJ,WikidataPropertiesfordeletion.json
 Translation issues?! ,117.136.54.109,WikidataPropertiesfordeletion.json
 Translation issues?! ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Alexander Doria,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Premeditated,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,VIGNERON,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Jagulin,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Amadalvarez,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Edoderoo,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Yair rand,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Palotabarát,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,111.32.68.231,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Tinker Bell,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Midleading,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Arbnos,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,D2513850,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,PKM,WikidataPropertiesfordeletion.json
 {{PfD|Property:P802}} ,Jane023,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Kolja21,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Kam Solusar,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Arachn0,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Mzngan,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Davidfeest,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,111.32.68.231,WikidataPropertiesfordeletion.json
 {{PfD|Property:P2580}} ,Eihel,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,The RedBurn,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Eihel,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,PKM,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Mike Peel,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Esquilo,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,2409:8902:9021:3DF1:579C:FBA1:7BB1:D3E0,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Strakhov,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Closeapple,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,JAn Dudík,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Ghouston,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,DarwIn,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Jarekt,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Slowking4,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Kaldari,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,ŠJů,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Multichill,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Ksc~ruwiki,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Igel B TyMaHe,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,117.15.55.5,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Sannita,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Jklamo,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Roy17,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Matěj Suchánek,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Romaine,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Deryck Chan,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Gamaliel,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Tinker Bell,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Jheald,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Lucas Werkmeister (WMDE),WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Vriullop,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Juandev,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,RolandUnger,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Steak,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,2409:8902:9301:F7F8:1FC0:6702:8454:4E37,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,2409:8902:9001:6CE0:5E2F:BCDA:B1D9:2A6F,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Krassotkin,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Pere prlpz,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Mike Novikoff,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,MovieFex,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Vojtěch Dostál,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,MrProperLawAndOrder,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Kees08,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,TechContribution,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,111.32.68.231,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Husky,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,EoRdE6,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Ferdi2005,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,ImprovedWikiImprovment,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,billinghurst,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Zache,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Thibaut120094,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P373}} ,Peter17,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Mike Peel,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,ŠJů,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Romaine,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,PKM,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,RolandUnger,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Esquilo,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Matěj Suchánek,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Jklamo,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,JAn Dudík,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Anonymous_username_244,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Alexis Jazz,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Pamputt,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Ksc~ruwiki,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,NMaia,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Opensofias,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,ImprovedWikiImprovment,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Vojtěch Dostál,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Christian Ferrer,WikidataPropertiesfordeletion.json
 Discussion (remaining issues) ,Zache,WikidataPropertiesfordeletion.json
 Part 3 ,Mike Peel,WikidataPropertiesfordeletion.json
 Part 3 ,MSGJ,WikidataPropertiesfordeletion.json
 Part 3 ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 Part 3 ,Gymnicus,WikidataPropertiesfordeletion.json
 Part 3 ,Derzno,WikidataPropertiesfordeletion.json
 Part 3 ,JAn Dudík,WikidataPropertiesfordeletion.json
 Part 3 ,Wostr,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,Pamputt,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,ChristianKl,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,Tinker Bell,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,111.32.68.231,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,Krenair,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,SilentSpike,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3917}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,Amadalvarez,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,Peter James,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,2409:8902:9001:1F4F:1444:B367:16E3:3F84,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,223.104.7.115,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,Bouzinac,WikidataPropertiesfordeletion.json
 {{PfD|Property:P1336}} ,Pa2chant.bis,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,GZWDer,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,B.Zsolt,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Multichill,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Robin van der Vliet,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Thryduulf,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Jc86035,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Germartin1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,223.104.7.115,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5105}} ,Tinker Bell,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,GZWDer,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Thryduulf,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Multichill,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Jc86035,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,223.104.7.115,WikidataPropertiesfordeletion.json
 {{PfD|Property:P5330}} ,Tinker Bell,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,Mauricio V. Genta,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,Multichill,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,Michael FV,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,117.136.54.109,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,BrokenSegue,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,DavidJRasp,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,Sezgin İbiş,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4587}} ,NMaia,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4193}} ,Trade,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4193}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4193}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4193}} ,MJL,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4193}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,Pelmeen10,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,ArthurPSmith,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,Eihel,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,Zyxw,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,Germartin1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3043}} ,S.A. Julio,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6066}} ,Pelmeen10,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6066}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6066}} ,BrokenSegue,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6066}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6066}} ,Jklamo,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6065}} ,Pelmeen10,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6065}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6065}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6065}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4451}} ,Pelmeen10,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4451}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4451}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6308}} ,Pelmeen10,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6308}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6308}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P6308}} ,Stryn,WikidataPropertiesfordeletion.json
 Joconde IDs ,GZWDer,WikidataPropertiesfordeletion.json
 Joconde IDs ,ArthurPSmith,WikidataPropertiesfordeletion.json
 Joconde IDs ,Shonagon,WikidataPropertiesfordeletion.json
 Joconde IDs ,Christelle Molinié,WikidataPropertiesfordeletion.json
 Joconde IDs ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 Joconde IDs ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 Joconde IDs ,VIGNERON,WikidataPropertiesfordeletion.json
 Joconde IDs ,Alphos,WikidataPropertiesfordeletion.json
 Joconde IDs ,Eihel,WikidataPropertiesfordeletion.json
 Joconde IDs ,Jura1,WikidataPropertiesfordeletion.json
 Joconde IDs ,Vladimir Alexiev,WikidataPropertiesfordeletion.json
 Joconde IDs ,50.53.22.81,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Salgo60,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,ArthurPSmith,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Richard Arthur Norton (1958- ),WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,יונה בנדלאק,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Anonymous_username_245,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Anonymous_username_246,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Mathmitch7,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3188}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3323}} ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3323}} ,Pigsonthewing,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3323}} ,DerHexer,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3323}} ,Marcus Cyron,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3323}} ,Vojtěch Dostál,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3323}} ,Arbnos,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,ChristianKl,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Nomen ad hoc,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Jura1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Kolja21,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,MrProperLawAndOrder,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Tinker Bell,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Jc86035,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Germartin1,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Haansn08,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Epìdosis,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Jklamo,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,JAn Dudík,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Iwan.Aucamp,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,ŠJů,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Antoine2711,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,Vojtěch Dostál,WikidataPropertiesfordeletion.json
 {{PfD|Property:P747}} ,billinghurst,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4552}} ,ŠJů,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4552}} ,Thierry Caro,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4552}} ,Vojtěch Dostál,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4552}} ,Amitie 10g,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4552}} ,Abbe98,WikidataPropertiesfordeletion.json
 {{PfD|Property:P4552}} ,Gerd Fahrenhorst,WikidataPropertiesfordeletion.json
 Initial discussion ,Pamputt,WikidataPropertiesfordeletion.json
 Initial discussion ,Jura1,WikidataPropertiesfordeletion.json
 Initial discussion ,Eihel,WikidataPropertiesfordeletion.json
 Initial discussion ,BrokenSegue,WikidataPropertiesfordeletion.json
 Initial discussion ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 Initial discussion ,MovieFex,WikidataPropertiesfordeletion.json
 Second discussion (?) ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 Second discussion (?) ,117.136.1.51,WikidataPropertiesfordeletion.json
 Second discussion (?) ,Eihel,WikidataPropertiesfordeletion.json
 Second discussion (?) ,Jura1,WikidataPropertiesfordeletion.json
 Second discussion (?) ,Pamputt,WikidataPropertiesfordeletion.json
 Second discussion (?) ,Mormegil,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,Pamputt,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,Lockal,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,Vojtěch Dostál,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,HitomiAkane,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,Jeanjung212,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,Veracious,WikidataPropertiesfordeletion.json
 {{PfD|Property:P3231}} ,Nostalgiacn,WikidataPropertiesfordeletion.json
 {{PfD|Property:P7335}} ,CrystallineLeMonde,WikidataPropertiesfordeletion.json
 {{PfD|Property:P7335}} ,BrokenSegue,WikidataPropertiesfordeletion.json
 {{PfD|Property:P7335}} ,Liuxinyu970226,WikidataPropertiesfordeletion.json
 {{PfD|Property:P7335}} ,Trade,WikidataPropertiesfordeletion.json
